action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,51.0,3,5.0,,,,Black or African American,White,,,,2,Female,0,2012,2113.33,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,189.0,St. Louis County,1.0,3.0,,Debt-to-income ratio,Credit history,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,41180.0,"St. Louis - MO, IL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000480228,459658,29,MO,Missouri,70400.0,130,1480.0,1383.0,34.029998779296875,5148.0,,123.83999633789062
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,2,2012,29.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,49.0,Utah County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,39340.0,"Provo, Orem - UT",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2882301,49,UT,Utah,67100.0,210,1125.0,952.0,21.649999618530273,5071.0,,90.66999816894531
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,22.0,2,,,,,Asian,,,,,2,Female,0,2012,108.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,3.0,Allen County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,23060.0,Fort Wayne - IN,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1496711,18,IN,Indiana,63800.0,70,2003.0,1794.0,12.90999984741211,5227.0,,95.5199966430664
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2012,100.22,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,71.0,San Bernardino County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,40140.0,"Riverside, San Bernardino, Ontario - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,43-1965151,25739,6,CA,California,63300.0,183,1439.0,1229.0,41.45000076293945,4084.0,,90.63999938964844
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,145.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,0,2012,2.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,117.0,Summit County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,87-0623581,1874,8,CO,Colorado,61000.0,320,3185.0,1489.0,24.68000030517578,7285.0,,144.25999450683594
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,50.0,5,,,,,White,,,,,1,Male,0,2012,119.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,49.0,Erie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,21500.0,Erie - PA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000028178,3526,42,PA,Pennsylvania,58700.0,65,2509.0,1524.0,3.0999999046325684,6605.0,,58.9000015258789
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,113.0,5,,,,,White,,,,,1,Male,2,2012,271.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,53.0,Hennepin County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,33460.0,"Minneapolis, St. Paul, Bloomington - MN, WI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,2355491,27,MN,Minnesota,83900.0,254,1895.0,1792.0,7.960000038146973,5402.0,,118.66999816894531
2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,67.0,5,,,,,White,,,,,2,Female,0,2012,11.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,59.0,Orange County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,42044.0,"Santa Ana, Anaheim, Irvine - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-2684331,11849,6,CA,California,85300.0,171,934.0,534.0,69.37000274658203,4489.0,,60.5
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",73.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2012,3904.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Cook County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,16974.0,"Chicago, Joliet, Naperville - IL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,36-4327855,22941,17,IL,Illinois,77300.0,276,467.0,541.0,95.2300033569336,2934.0,,34.490001678466804
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,133.0,5,,,,,White,,,,,2,Female,0,2012,105.09,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,143.0,Washington County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,3,Refinancing,1,Conventional,22220.0,"Fayetteville, Springdale, Rogers - AR, MO",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000311845,1422,5,AR,Arkansas,58200.0,56,2047.0,1568.0,20.649999618530273,6795.0,,122.0199966430664
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,38.0,5,,,,,White,,,,,1,Male,0,2012,250.18,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103.0,Pinellas County,3.0,,,Credit history,,,,,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,45300.0,"Tampa, St. Petersburg, Clearwater - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,58-2257419,16141,12,FL,Florida,56400.0,6,1236.0,683.0,28.76000022888184,3011.0,,69.33999633789061
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,172.0,5,,,,,White,,,,,1,Male,0,2012,4516.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0508430,4918,6,CA,California,93500.0,500,1627.0,1154.0,24.90999984741211,4617.0,,143.02999877929688
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,60.0,5,,,,,White,,,,,1,Male,0,2012,4072.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,59.0,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,35004.0,"Nassau, Suffolk - NY",1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0001165,2882,36,NY,New York,107500.0,187,934.0,583.0,92.62999725341795,3325.0,,69.22000122070311
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,46.0,5,,,,,White,,,,,1,Male,0,2012,48.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,57.0,Hillsborough County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,45300.0,"Tampa, St. Petersburg, Clearwater - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,54-0259290,28732,12,FL,Florida,56400.0,112,1718.0,1231.0,65.30999755859375,3886.0,,80.51000213623047
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,82.0,5,,,,,White,,,,,1,Male,0,2012,116.14,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,57.0,Hillsborough County,3.0,9.0,,Credit history,Other,,,,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,45300.0,"Tampa, St. Petersburg, Clearwater - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,58-2257419,16140,12,FL,Florida,56400.0,9,2230.0,1795.0,74.66000366210938,6854.0,,70.55999755859375
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,80.0,5,,,,,White,,,,,1,Male,0,2012,3490.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0508430,4835,6,CA,California,93500.0,210,1488.0,1066.0,22.770000457763672,4686.0,,141.4600067138672
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,29.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,0,2012,19.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19.0,Calcasieu Parish,1.0,3.0,,Debt-to-income ratio,Credit history,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,29340.0,Lake Charles - LA,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,29041,22,LA,Louisiana,62400.0,37,1564.0,1419.0,17.229999542236328,5142.0,,180.67999267578125
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,54.0,5,,,,,White,,,,,1,Male,0,2012,2.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,49.0,Erie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,21500.0,Erie - PA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000028178,3524,42,PA,Pennsylvania,58700.0,116,1614.0,1299.0,4.599999904632568,3957.0,,141.8800048828125
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,132.0,5,,,,,White,,,,,1,Male,0,2012,111.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19.0,Hunterdon County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35084.0,"Newark, Union - NJ, PA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),3028209994,5069,34,NJ,New Jersey,91900.0,322,2004.0,1960.0,13.109999656677244,5416.0,,140.47000122070312
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,179.0,5,,,,,White,,,,,1,Male,0,2012,3372.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,4789,6,CA,California,93500.0,239,2321.0,2181.0,42.77999877929688,7183.0,,76.97000122070312
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,63.0,5,,,,,White,,,,,2,Female,2,2012,3008.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,17.0,Canadian County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,36420.0,Oklahoma City - OK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2504300,40,OK,Oklahoma,61500.0,161,2555.0,2359.0,15.859999656677244,8021.0,,155.9199981689453
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,131.0,5,,,,,White,,,,,1,Male,0,2012,32.15,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,3.0,Clark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,29820.0,"Las Vegas, Paradise - NV",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000852218,111664,32,NV,Nevada,64300.0,395,1636.0,1261.0,37.40999984741211,4213.0,,157.42999267578125
6,Loan purchased by the institution,3,FDIC,Federal Deposit Insurance Corporation,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,302.07,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,69.0,Lake County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,36740.0,"Orlando, Kissimmee, Sanford - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000016218,2502,12,FL,Florida,58200.0,105,2525.0,1718.0,16.079999923706055,4937.0,,87.51000213623047
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,130.0,5,,,,,White,,,,,1,Male,0,2012,4511.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,4762,6,CA,California,93500.0,202,1326.0,1264.0,22.790000915527344,4011.0,,201.3300018310547
2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,30.0,5,,,,,White,,,,,1,Male,0,2012,5771.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,37.0,Los Angeles County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,31084.0,"Los Angeles, Long Beach, Glendale - CA",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1540820,6,CA,California,64800.0,75,2270.0,1059.0,39.56999969482422,6700.0,,144.8000030517578
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2012,404.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,3.0,Alexander County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,25860.0,"Hickory, Lenoir, Morganton - NC",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000480228,87275,37,NC,North Carolina,53300.0,58,2766.0,1429.0,21.76000022888184,6552.0,,99.4800033569336
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,134.0,5,,,,,White,,,,,1,Male,0,2012,34.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19.0,Calcasieu Parish,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,29340.0,Lake Charles - LA,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0021318,55218,22,LA,Louisiana,62400.0,120,1564.0,1350.0,4.369999885559082,4619.0,,153.36000061035156
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,35.0,5,,,,,White,,,,,2,Female,0,2012,612.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,91.0,Lenawee County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060509,113,26,MI,Michigan,52100.0,68,742.0,556.0,9.84000015258789,1809.0,,115.70999908447266
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2012,9625.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,191.0,Sumner County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,48620.0,Wichita - KS,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),22-3039688,55455,20,KS,Kansas,65000.0,73,1885.0,1152.0,17.290000915527347,4373.0,,90.44000244140624
